fragvol.l,fragvol.r,fragvol.h,fragkind,fragsize.l,fragsize.r,fragsize.h,fragshp,fraground,fraghard,chkey,chfragskey
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496203,77833450
0,5,9,,2,4,5,Nonflat,NA,Indurated,45496205,77833451
0,3,6,,5,40,75,Nonflat,NA,Indurated,45496205,77833452
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496205,77833453
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496205,77833454
0,4,8,,2,4,5,Nonflat,NA,Indurated,45496206,77833455
0,3,5,,5,40,75,Nonflat,NA,Indurated,45496206,77833456
3,5,6,,75,162,250,Nonflat,NA,Indurated,45496206,77833457
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496209,77833458
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496209,77833459
0,5,10,,2,4,5,Nonflat,NA,Indurated,45496209,77833460
3,8,12,,5,40,75,Nonflat,NA,Indurated,45496209,77833461
9,16,23,,75,162,250,Nonflat,NA,Indurated,45496209,77833462
0,12,23,,2,4,5,Nonflat,NA,Indurated,45496210,77833463
2,14,25,,5,40,75,Nonflat,NA,Indurated,45496210,77833464
11,23,34,,75,162,250,Nonflat,NA,Indurated,45496210,77833465
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496210,77833466
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496210,77833467
0,1,3,Wood fragments,20,30,80,,NA,,45496225,77833515
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496227,77833516
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496227,77833517
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496227,77833518
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496228,77833519
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496228,77833520
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496228,77833521
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496229,77833522
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496229,77833523
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496229,77833524
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496229,77833525
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496230,77833526
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496230,77833527
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496230,77833528
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496230,77833529
0,20,30,,2,4,5,Nonflat,NA,Indurated,45496231,77833530
16,38,50,,5,40,75,Nonflat,NA,Indurated,45496231,77833531
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496231,77833532
0,1,2,,250,625,1000,Nonflat,NA,Indurated,45496231,77833533
0,1,3,Wood fragments,20,30,80,,NA,,45496234,77833534
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496236,77833535
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496236,77833536
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496236,77833537
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496237,77833538
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496237,77833539
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496237,77833540
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496238,77833541
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496238,77833542
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496238,77833543
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496238,77833544
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496239,77833545
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496239,77833546
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496239,77833547
0,6,9,,250,625,1000,Nonflat,NA,Indurated,45496239,77833548
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496240,77833549
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496240,77833550
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496240,77833551
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496240,77833552
0,1,3,Wood fragments,20,30,80,,NA,,45496241,77833553
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496243,77833554
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496243,77833555
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496243,77833556
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496243,77833557
0,5,14,,2,4,5,,NA,Indurated,45496245,77833558
0,7,37,,5,40,75,,NA,Indurated,45496245,77833559
0,1,3,,75,162,250,,NA,Indurated,45496245,77833560
0,1,3,Wood fragments,20,30,80,,NA,,45496245,77833561
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496245,77833562
0,0,1,,600,800,1000,Nonflat,NA,Indurated,45496245,77833563
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496247,77833564
26,32,37,,5,40,75,Nonflat,NA,Indurated,45496247,77833565
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496247,77833566
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496247,77833567
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496247,77833568
26,32,37,,5,40,75,Nonflat,NA,Indurated,45496248,77833569
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496248,77833570
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496248,77833571
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496248,77833572
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496248,77833573
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496249,77833574
26,32,37,,5,40,75,Nonflat,NA,Indurated,45496249,77833575
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496249,77833576
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496249,77833577
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496249,77833578
0,1,3,Wood fragments,20,30,80,,NA,,45496250,77833579
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496252,77833580
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496252,77833581
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496252,77833582
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496253,77833583
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496253,77833584
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496253,77833585
0,8,13,,2,4,5,Nonflat,NA,Indurated,45496254,77833586
30,40,50,,5,40,75,Nonflat,NA,Indurated,45496254,77833587
5,10,15,,75,162,250,Nonflat,NA,Indurated,45496254,77833588
0,3,5,,250,625,1000,Nonflat,NA,Indurated,45496254,77833589
23,29,35,,5,40,75,Nonflat,NA,Indurated,45496256,77833590
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496256,77833591
3,5,6,,75,162,250,Nonflat,NA,Indurated,45496256,77833592
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496257,77833593
23,29,35,,5,40,75,Nonflat,NA,Indurated,45496257,77833594
3,5,6,,75,162,250,Nonflat,NA,Indurated,45496257,77833595
0,9,17,,2,4,5,Nonflat,NA,Indurated,45496262,77833603
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496262,77833604
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496262,77833605
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496262,77833606
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496262,77833607
10,25,40,,5,40,75,Nonflat,NA,Indurated,45496263,77833608
10,20,30,,2,4,5,Nonflat,NA,Indurated,45496263,77833609
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496263,77833610
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496263,77833611
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496263,77833612
0,5,14,,2,4,5,,NA,Indurated,45496265,77833613
0,7,37,,5,40,75,,NA,Indurated,45496265,77833614
0,2,3,,75,162,250,,NA,Indurated,45496265,77833615
0,1,3,Wood fragments,20,30,80,,NA,,45496265,77833616
5,18,30,,2,4,5,Nonflat,NA,Indurated,45496266,77833617
10,21,35,,5,40,75,Nonflat,NA,Indurated,45496266,77833618
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496266,77833619
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496266,77833620
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496266,77833621
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496267,77833622
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496267,77833623
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496267,77833624
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496267,77833625
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496267,77833626
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496270,77833627
9,16,22,,5,40,75,Nonflat,NA,Indurated,45496270,77833628
3,6,9,,75,162,250,Nonflat,NA,Indurated,45496270,77833629
0,2,4,,250,425,600,Nonflat,NA,Indurated,45496270,77833630
0,1,3,,600,800,1000,Nonflat,NA,Indurated,45496270,77833631
0,17,34,,2,4,5,Nonflat,NA,Indurated,45496271,77833632
25,38,50,,5,40,75,Nonflat,NA,Indurated,45496271,77833633
0,5,9,,75,162,250,Nonflat,NA,Indurated,45496271,77833634
0,3,6,,250,425,600,Nonflat,NA,Indurated,45496271,77833635
0,2,5,,600,800,1000,Nonflat,NA,Indurated,45496271,77833636
0,5,14,,2,4,5,,NA,Indurated,45496272,77833637
0,7,37,,5,40,75,,NA,Indurated,45496272,77833638
0,1,3,,75,162,250,,NA,Indurated,45496272,77833639
0,1,3,,250,625,1000,,NA,Indurated,45496272,77833640
0,1,3,Wood fragments,20,30,80,,NA,,45496272,77833641
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496273,77833642
26,32,37,,5,40,75,Nonflat,NA,Indurated,45496273,77833643
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496273,77833644
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496273,77833645
26,32,37,,5,40,75,Nonflat,NA,Indurated,45496275,77833646
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496275,77833647
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496275,77833648
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496275,77833649
26,32,37,,5,40,75,Nonflat,NA,Indurated,45496276,77833650
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496276,77833651
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496276,77833652
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496276,77833653
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496391,77834007
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496391,77834008
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496391,77834009
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496391,77834010
0,20,30,,2,4,5,Nonflat,NA,Indurated,45496392,77834011
16,38,50,,5,40,75,Nonflat,NA,Indurated,45496392,77834012
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496392,77834013
0,1,2,,250,625,1000,Nonflat,NA,Indurated,45496392,77834014
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496394,77834015
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496394,77834016
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496394,77834017
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496394,77834018
0,1,3,Wood fragments,20,30,80,,NA,,45496395,77834019
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496397,77834020
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496397,77834021
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496397,77834022
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496398,77834023
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496398,77834024
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496398,77834025
0,6,11,,2,4,5,,NA,Indurated,45496400,77834026
0,3,6,,5,40,75,,NA,Indurated,45496400,77834027
0,2,3,,75,162,250,,NA,Indurated,45496400,77834028
0,2,3,,250,625,1000,,NA,Indurated,45496400,77834029
0,1,3,Wood fragments,20,30,80,,NA,,45496400,77834030
0,5,14,,2,4,5,Nonflat,NA,Indurated,45496401,77834031
0,7,37,,5,40,75,Nonflat,NA,Indurated,45496401,77834032
0,1,3,,75,162,250,Nonflat,NA,Indurated,45496401,77834033
0,1,3,,250,625,1000,Nonflat,NA,Indurated,45496401,77834034
0,7,21,,2,4,5,Nonflat,NA,Indurated,45496402,77834035
0,3,9,,5,40,75,Nonflat,NA,Indurated,45496402,77834036
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496402,77834037
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496402,77834038
0,13,26,,2,4,5,Nonflat,NA,Indurated,45496403,77834039
20,33,45,,5,40,75,Nonflat,NA,Indurated,45496403,77834040
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496403,77834041
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496403,77834042
20,33,45,,5,40,75,Nonflat,NA,Indurated,45496404,77834043
0,13,26,,2,4,5,Nonflat,NA,Indurated,45496404,77834044
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496404,77834045
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496404,77834046
20,40,60,,5,40,75,Nonflat,NA,Indurated,45496405,77834047
0,15,30,,2,4,5,Nonflat,NA,Indurated,45496405,77834048
0,3,5,,75,162,250,Nonflat,NA,Indurated,45496405,77834049
0,3,5,,250,625,1000,Nonflat,NA,Indurated,45496405,77834050
20,40,60,,5,40,75,Nonflat,NA,Indurated,45496406,77834051
0,15,30,,2,4,5,Nonflat,NA,Indurated,45496406,77834052
0,3,5,,75,162,250,Nonflat,NA,Indurated,45496406,77834053
0,3,5,,250,625,1000,Nonflat,NA,Indurated,45496406,77834054
0,1,3,Wood fragments,20,30,80,,NA,,45496407,77834055
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496409,77834056
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496409,77834057
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496409,77834058
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496410,77834059
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496410,77834060
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496410,77834061
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496412,77834062
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496412,77834063
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496412,77834064
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496412,77834065
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496413,77834066
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496413,77834067
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496413,77834068
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496413,77834069
0,1,3,Wood fragments,20,30,80,,NA,,45496414,77834070
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496415,77834071
0,6,9,,250,625,1000,Nonflat,NA,Indurated,45496415,77834072
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496415,77834073
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496415,77834074
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496416,77834075
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496416,77834076
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496416,77834077
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496416,77834078
26,32,37,,5,40,75,Nonflat,NA,Indurated,45496436,77834134
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496436,77834135
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496436,77834136
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496436,77834137
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496438,77834138
26,32,37,,5,40,75,Nonflat,NA,Indurated,45496438,77834139
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496438,77834140
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496438,77834141
0,5,14,,2,4,5,,NA,Indurated,45496439,77834142
0,7,37,,5,40,75,,NA,Indurated,45496439,77834143
0,1,3,,75,162,250,,NA,Indurated,45496439,77834144
0,1,3,,250,625,1000,,NA,Indurated,45496439,77834145
0,1,3,Wood fragments,20,30,80,,NA,,45496439,77834146
26,32,37,,5,40,75,Nonflat,NA,Indurated,45496440,77834147
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496440,77834148
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496440,77834149
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496440,77834150
0,4,12,,2,4,5,Nonflat,NA,Indurated,45496441,77834151
5,12,25,,5,40,75,Nonflat,NA,Indurated,45496441,77834152
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496441,77834153
30,40,50,,5,40,75,Nonflat,NA,Indurated,45496442,77834154
0,8,15,,2,4,5,Nonflat,NA,Indurated,45496442,77834155
0,1,3,,75,162,250,Nonflat,NA,Indurated,45496442,77834156
0,15,25,,2,4,5,Nonflat,NA,Indurated,45496443,77834157
24,41,50,,5,40,75,Nonflat,NA,Indurated,45496443,77834158
0,5,10,,75,162,250,Nonflat,NA,Indurated,45496443,77834159
0,7,37,,5,40,75,,NA,Indurated,45496444,77834160
0,5,14,,2,4,5,,NA,Indurated,45496444,77834161
0,1,3,Wood fragments,20,30,80,,NA,,45496444,77834162
0,1,3,,75,162,250,,NA,Indurated,45496444,77834163
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496444,77834164
0,0,1,,600,800,1000,Nonflat,NA,Indurated,45496444,77834165
0,1,3,Wood fragments,20,30,80,,NA,,45496446,77834166
0,5,14,,2,4,5,,NA,Indurated,45496446,77834167
0,7,37,,5,40,75,,NA,Indurated,45496446,77834168
0,1,3,,75,162,250,,NA,Indurated,45496446,77834169
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496446,77834170
0,0,1,,600,800,1000,Nonflat,NA,Indurated,45496446,77834171
0,6,20,,2,4,5,Nonflat,NA,Indurated,45496448,77834172
5,16,30,,5,40,75,Nonflat,NA,Indurated,45496448,77834173
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496448,77834174
27,34,40,,5,40,75,Nonflat,NA,Indurated,45496449,77834175
0,6,15,,2,4,5,Nonflat,NA,Indurated,45496449,77834176
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496449,77834177
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496449,77834178
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496449,77834179
30,47,60,,5,40,75,Nonflat,NA,Indurated,45496450,77834180
0,10,20,,2,4,5,Nonflat,NA,Indurated,45496450,77834181
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496450,77834182
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496450,77834183
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496450,77834184
0,10,20,,2,4,5,Nonflat,NA,Indurated,45496451,77834185
27,34,40,,5,40,75,Nonflat,NA,Indurated,45496451,77834186
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496451,77834187
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496452,77834188
0,3,6,,5,40,75,Nonflat,NA,Indurated,45496452,77834189
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496452,77834190
0,3,10,,2,4,5,Nonflat,NA,Indurated,45496453,77834191
0,7,17,,5,40,75,Nonflat,NA,Indurated,45496453,77834192
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496453,77834193
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496453,77834194
0,3,10,,2,4,5,Nonflat,NA,Indurated,45496454,77834195
0,5,20,,5,40,75,Nonflat,NA,Indurated,45496454,77834196
0,3,10,,75,162,250,Nonflat,NA,Indurated,45496454,77834197
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496454,77834198
0,5,20,,5,40,75,Nonflat,NA,Indurated,45496455,77834199
0,3,10,,2,4,5,Nonflat,NA,Indurated,45496455,77834200
0,3,10,,75,162,250,Nonflat,NA,Indurated,45496455,77834201
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496455,77834202
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496496,77834338
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496496,77834339
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496496,77834340
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496496,77834341
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496497,77834342
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496497,77834343
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496497,77834344
0,6,9,,250,625,1000,Nonflat,NA,Indurated,45496497,77834345
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496498,77834346
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496498,77834347
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496498,77834348
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496498,77834349
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496500,77834350
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496500,77834351
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496500,77834352
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496500,77834353
0,1,3,Wood fragments,20,30,80,,NA,,45496501,77834354
0,1,3,Wood fragments,20,30,80,,NA,,45496502,77834355
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496503,77834356
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496503,77834357
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496503,77834358
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496503,77834359
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496504,77834360
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496504,77834361
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496504,77834362
0,6,9,,250,625,1000,Nonflat,NA,Indurated,45496504,77834363
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496505,77834364
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496505,77834365
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496505,77834366
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496505,77834367
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496506,77834368
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496506,77834369
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496506,77834370
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496506,77834371
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496507,77834372
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496507,77834373
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496507,77834374
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496507,77834375
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496508,77834376
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496508,77834377
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496508,77834378
0,6,9,,250,625,1000,Nonflat,NA,Indurated,45496508,77834379
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496509,77834380
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496509,77834381
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496509,77834382
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496509,77834383
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496511,77834384
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496511,77834385
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496511,77834386
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496511,77834387
0,1,3,Wood fragments,20,30,80,,NA,,45496512,77834388
0,2,4,,250,425,600,Nonflat,NA,Indurated,45496513,77834389
0,1,3,,600,800,1000,Nonflat,NA,Indurated,45496513,77834390
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496513,77834391
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496513,77834392
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496513,77834393
0,3,6,,250,425,600,Nonflat,NA,Indurated,45496514,77834394
0,3,5,,600,800,1000,Nonflat,NA,Indurated,45496514,77834395
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496514,77834396
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496514,77834397
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496514,77834398
0,1,3,Wood fragments,20,30,80,,NA,,45496516,77834399
0,2,4,,250,425,600,Nonflat,NA,Indurated,45496517,77834400
0,1,3,,600,800,1000,Nonflat,NA,Indurated,45496517,77834401
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496517,77834402
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496517,77834403
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496517,77834404
0,3,4,,250,425,600,Nonflat,NA,Indurated,45496518,77834405
0,1,3,,600,800,1000,Nonflat,NA,Indurated,45496518,77834406
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496518,77834407
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496518,77834408
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496518,77834409
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496519,77834410
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496519,77834411
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496519,77834412
0,1,3,Wood fragments,20,30,80,,NA,,45496521,77834413
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496522,77834414
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496522,77834415
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496522,77834416
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496523,77834417
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496523,77834418
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496523,77834419
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496523,77834420
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496524,77834421
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496524,77834422
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496524,77834423
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496524,77834424
0,20,30,,2,4,5,Nonflat,NA,Indurated,45496525,77834425
16,38,50,,5,40,75,Nonflat,NA,Indurated,45496525,77834426
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496525,77834427
0,1,2,,250,625,1000,Nonflat,NA,Indurated,45496525,77834428
0,1,3,Wood fragments,20,30,80,,NA,,45496529,77834429
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496530,77834430
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496530,77834431
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496530,77834432
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496531,77834433
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496531,77834434
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496531,77834435
0,20,30,,2,4,5,Nonflat,NA,Indurated,45496533,77834436
16,38,50,,5,40,75,Nonflat,NA,Indurated,45496533,77834437
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496533,77834438
0,1,2,,250,425,600,Nonflat,NA,Indurated,45496533,77834439
0,0,1,,600,800,1000,Nonflat,NA,Indurated,45496533,77834440
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496534,77834441
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496534,77834442
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496534,77834443
0,1,1,,250,425,600,Nonflat,NA,Indurated,45496534,77834444
0,0,1,,600,800,1000,Nonflat,NA,Indurated,45496534,77834445
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496535,77834446
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496535,77834447
