fragvol.l,fragvol.r,fragvol.h,fragkind,fragsize.l,fragsize.r,fragsize.h,fragshp,fraground,fraghard,chkey,chfragskey
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496535,77834448
0,1,1,,250,425,600,Nonflat,NA,Indurated,45496535,77834449
0,0,1,,600,800,1000,Nonflat,NA,Indurated,45496535,77834450
0,1,3,Wood fragments,20,30,80,,NA,,45496536,77834451
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496538,77834452
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496538,77834453
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496538,77834454
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496539,77834455
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496539,77834456
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496539,77834457
0,20,30,,2,4,5,Nonflat,NA,Indurated,45496582,77834586
16,38,50,,5,40,75,Nonflat,NA,Indurated,45496582,77834587
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496582,77834588
0,1,2,,250,625,1000,Nonflat,NA,Indurated,45496582,77834589
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496584,77834590
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496584,77834591
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496584,77834592
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496584,77834593
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496585,77834594
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496585,77834595
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496585,77834596
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496585,77834597
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496586,77834598
0,3,6,,5,40,75,Nonflat,NA,Indurated,45496586,77834599
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496586,77834600
0,3,10,,2,4,5,Nonflat,NA,Indurated,45496587,77834601
0,7,17,,5,40,75,Nonflat,NA,Indurated,45496587,77834602
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496587,77834603
0,1,1,,250,425,600,Nonflat,NA,Indurated,45496587,77834604
0,3,10,,2,4,5,Nonflat,NA,Indurated,45496588,77834605
0,5,20,,5,40,75,Nonflat,NA,Indurated,45496588,77834606
0,3,10,,75,162,250,Nonflat,NA,Indurated,45496588,77834607
0,2,3,,250,425,600,Nonflat,NA,Indurated,45496588,77834608
0,5,20,,5,40,75,Nonflat,NA,Indurated,45496589,77834609
0,3,10,,2,4,5,Nonflat,NA,Indurated,45496589,77834610
0,3,10,,75,162,250,Nonflat,NA,Indurated,45496589,77834611
0,2,3,,250,425,600,Nonflat,NA,Indurated,45496589,77834612
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496612,77834690
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496612,77834691
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496612,77834692
0,1,1,,250,425,600,Nonflat,NA,Indurated,45496612,77834693
0,0,1,,600,800,1000,Nonflat,NA,Indurated,45496612,77834694
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496613,77834695
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496613,77834696
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496613,77834697
0,1,1,,250,425,600,Nonflat,NA,Indurated,45496613,77834698
0,0,1,,600,800,1000,Nonflat,NA,Indurated,45496613,77834699
0,1,1,,250,425,600,Nonflat,NA,Indurated,45496614,77834700
0,0,1,,600,800,1000,Nonflat,NA,Indurated,45496614,77834701
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496614,77834702
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496614,77834703
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496614,77834704
0,6,11,,2,4,5,Nonflat,NA,Indurated,45496615,77834705
0,5,9,,5,40,75,Nonflat,NA,Indurated,45496615,77834706
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496615,77834707
0,13,26,,2,4,5,Nonflat,NA,Indurated,45496616,77834708
0,12,23,,5,40,75,Nonflat,NA,Indurated,45496616,77834709
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496616,77834710
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496617,77834711
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496617,77834712
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496617,77834713
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496617,77834714
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496618,77834715
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496618,77834716
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496618,77834717
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496618,77834718
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496619,77834719
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496619,77834720
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496619,77834721
0,6,9,,250,625,1000,Nonflat,NA,Indurated,45496619,77834722
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496620,77834723
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496620,77834724
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496620,77834725
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496620,77834726
0,1,3,Wood fragments,20,30,80,,NA,,45496621,77834727
0,2,4,,250,425,600,Nonflat,NA,Indurated,45496622,77834728
0,1,3,,600,800,1000,Nonflat,NA,Indurated,45496622,77834729
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496622,77834730
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496622,77834731
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496622,77834732
0,2,4,,250,425,600,Nonflat,NA,Indurated,45496623,77834733
0,1,3,,600,800,1000,Nonflat,NA,Indurated,45496623,77834734
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496623,77834735
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496623,77834736
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496623,77834737
0,3,6,,250,425,600,Nonflat,NA,Indurated,45496624,77834738
0,3,5,,600,800,1000,Nonflat,NA,Indurated,45496624,77834739
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496624,77834740
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496624,77834741
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496624,77834742
0,2,4,,250,425,600,Nonflat,NA,Indurated,45496625,77834743
0,1,3,,600,800,1000,Nonflat,NA,Indurated,45496625,77834744
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496625,77834745
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496625,77834746
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496625,77834747
0,1,3,Wood fragments,20,30,80,,NA,,45496627,77834748
0,1,3,Wood fragments,20,30,80,,NA,,45496628,77834749
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496629,77834750
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496629,77834751
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496629,77834752
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496629,77834753
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496630,77834754
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496630,77834755
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496630,77834756
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496630,77834757
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496631,77834758
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496631,77834759
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496631,77834760
0,6,9,,250,625,1000,Nonflat,NA,Indurated,45496631,77834761
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496632,77834762
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496632,77834763
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496632,77834764
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496632,77834765
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496634,77834766
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496634,77834767
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496634,77834768
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496634,77834769
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496635,77834770
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496635,77834771
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496635,77834772
0,6,9,,250,625,1000,Nonflat,NA,Indurated,45496635,77834773
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496636,77834774
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496636,77834775
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496636,77834776
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496636,77834777
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496638,77834778
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496638,77834779
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496638,77834780
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496638,77834781
0,1,3,Wood fragments,20,30,80,,NA,,45496639,77834782
0,1,3,Wood fragments,20,30,80,,NA,,45496661,77834857
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496663,77834858
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496663,77834859
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496663,77834860
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496664,77834861
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496664,77834862
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496664,77834863
0,1,3,Wood fragments,20,30,80,,NA,,45496665,77834864
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496667,77834865
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496667,77834866
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496667,77834867
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496668,77834868
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496668,77834869
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496668,77834870
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496669,77834871
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496669,77834872
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496669,77834873
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496669,77834874
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496670,77834875
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496670,77834876
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496670,77834877
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496670,77834878
0,20,30,,2,4,5,Nonflat,NA,Indurated,45496671,77834879
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496671,77834880
0,1,2,,250,625,1000,Nonflat,NA,Indurated,45496671,77834881
16,38,50,,5,40,75,Nonflat,NA,Indurated,45496671,77834882
0,7,21,,2,4,5,Nonflat,NA,Indurated,45496703,77834963
0,3,9,,5,40,75,Nonflat,NA,Indurated,45496703,77834964
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496703,77834965
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496703,77834966
0,13,26,,2,4,5,Nonflat,NA,Indurated,45496704,77834967
20,33,45,,5,40,75,Nonflat,NA,Indurated,45496704,77834968
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496704,77834969
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496704,77834970
20,33,45,,5,40,75,Nonflat,NA,Indurated,45496705,77834971
0,13,26,,2,4,5,Nonflat,NA,Indurated,45496705,77834972
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496705,77834973
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496705,77834974
20,40,60,,5,40,75,Nonflat,NA,Indurated,45496706,77834975
0,15,30,,2,4,5,Nonflat,NA,Indurated,45496706,77834976
0,3,5,,75,162,250,Nonflat,NA,Indurated,45496706,77834977
0,3,5,,250,625,1000,Nonflat,NA,Indurated,45496706,77834978
20,40,60,,5,40,75,Nonflat,NA,Indurated,45496707,77834979
0,15,30,,2,4,5,Nonflat,NA,Indurated,45496707,77834980
0,3,5,,75,162,250,Nonflat,NA,Indurated,45496707,77834981
0,3,5,,250,625,1000,Nonflat,NA,Indurated,45496707,77834982
0,6,11,,2,4,5,,NA,Indurated,45496708,77834983
0,3,6,,5,40,75,,NA,Indurated,45496708,77834984
0,2,3,,75,162,250,,NA,Indurated,45496708,77834985
0,2,3,,250,625,1000,,NA,Indurated,45496708,77834986
0,1,3,Wood fragments,20,30,80,,NA,,45496708,77834987
0,5,14,,2,4,5,Nonflat,NA,Indurated,45496709,77834988
0,7,37,,5,40,75,Nonflat,NA,Indurated,45496709,77834989
0,1,3,,75,162,250,Nonflat,NA,Indurated,45496709,77834990
0,1,3,,250,625,1000,Nonflat,NA,Indurated,45496709,77834991
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496710,77834992
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496710,77834993
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496710,77834994
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496710,77834995
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496711,77834996
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496711,77834997
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496711,77834998
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496711,77834999
0,20,30,,2,4,5,Nonflat,NA,Indurated,45496712,77835000
16,38,50,,5,40,75,Nonflat,NA,Indurated,45496712,77835001
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496712,77835002
0,1,2,,250,625,1000,Nonflat,NA,Indurated,45496712,77835003
0,1,3,Wood fragments,20,30,80,,NA,,45496714,77835004
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496716,77835005
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496716,77835006
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496716,77835007
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496717,77835008
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496717,77835009
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496717,77835010
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496719,77835011
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496719,77835012
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496719,77835013
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496720,77835014
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496720,77835015
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496720,77835016
0,1,3,Wood fragments,20,30,80,,NA,,45496721,77835017
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496722,77835018
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496722,77835019
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496722,77835020
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496722,77835021
17,26,35,,5,40,75,Nonflat,NA,Indurated,45496724,77835022
3,9,14,,75,162,250,Nonflat,NA,Indurated,45496724,77835023
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496724,77835024
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496724,77835025
0,1,3,Wood fragments,20,30,80,,NA,,45496725,77835026
5,15,30,,5,40,75,Nonflat,NA,Indurated,45496726,77835027
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496726,77835028
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496726,77835029
0,6,9,,250,625,1000,Nonflat,NA,Indurated,45496726,77835030
0,7,13,,2,4,5,Nonflat,NA,Indurated,45496727,77835031
5,17,35,,5,40,75,Nonflat,NA,Indurated,45496727,77835032
3,23,40,,75,162,250,Nonflat,NA,Indurated,45496727,77835033
0,3,6,,250,625,1000,Nonflat,NA,Indurated,45496727,77835034
0,5,9,,2,4,5,Nonflat,NA,Indurated,45496729,77835035
0,3,6,,5,40,75,Nonflat,NA,Indurated,45496729,77835036
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496729,77835037
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496729,77835038
0,4,8,,2,4,5,Nonflat,NA,Indurated,45496730,77835039
0,3,5,,5,40,75,Nonflat,NA,Indurated,45496730,77835040
3,5,6,,75,162,250,Nonflat,NA,Indurated,45496730,77835041
0,5,9,,2,4,5,Nonflat,NA,Indurated,45496733,77835042
0,3,6,,5,40,75,Nonflat,NA,Indurated,45496733,77835043
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496733,77835044
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496733,77835045
0,4,8,,2,4,5,Nonflat,NA,Indurated,45496734,77835046
0,3,5,,5,40,75,Nonflat,NA,Indurated,45496734,77835047
3,5,6,,75,162,250,Nonflat,NA,Indurated,45496734,77835048
0,5,10,,2,4,5,Nonflat,NA,Indurated,45496739,77835049
3,8,12,,5,40,75,Nonflat,NA,Indurated,45496739,77835050
9,16,23,,75,162,250,Nonflat,NA,Indurated,45496739,77835051
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496739,77835052
0,12,23,,2,4,5,Nonflat,NA,Indurated,45496740,77835053
2,14,25,,5,40,75,Nonflat,NA,Indurated,45496740,77835054
11,23,34,,75,162,250,Nonflat,NA,Indurated,45496740,77835055
0,2,3,,250,625,1000,Nonflat,NA,Indurated,45496740,77835056
0,5,9,,2,4,5,Nonflat,NA,Indurated,45496743,77835057
0,3,6,,5,40,75,Nonflat,NA,Indurated,45496743,77835058
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496743,77835059
0,1,3,,250,425,600,Nonflat,NA,Indurated,45496743,77835060
0,1,2,,600,800,1000,Nonflat,NA,Indurated,45496743,77835061
0,4,8,,2,4,5,Nonflat,NA,Indurated,45496744,77835062
0,3,5,,5,40,75,Nonflat,NA,Indurated,45496744,77835063
3,5,6,,75,162,250,Nonflat,NA,Indurated,45496744,77835064
0,1,3,Wood fragments,20,30,80,,NA,,45496808,77835234
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496809,77835235
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496809,77835236
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496809,77835237
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496810,77835238
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496810,77835239
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496810,77835240
0,20,30,,2,4,5,Nonflat,NA,Indurated,45496812,77835241
16,38,50,,5,40,75,Nonflat,NA,Indurated,45496812,77835242
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496812,77835243
0,1,2,,250,625,1000,Nonflat,NA,Indurated,45496812,77835244
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496814,77835245
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496814,77835246
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496814,77835247
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496814,77835248
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496815,77835249
24,31,37,,5,40,75,Nonflat,NA,Indurated,45496815,77835250
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496815,77835251
0,1,1,,250,625,1000,Nonflat,NA,Indurated,45496815,77835252
0,1,3,Wood fragments,20,30,80,,NA,,45496817,77835253
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496818,77835254
11,17,23,,5,40,75,Nonflat,NA,Indurated,45496818,77835255
0,2,3,,75,162,250,Nonflat,NA,Indurated,45496818,77835256
0,7,14,,2,4,5,Nonflat,NA,Indurated,45496819,77835257
23,30,37,,5,40,75,Nonflat,NA,Indurated,45496819,77835258
0,3,6,,75,162,250,Nonflat,NA,Indurated,45496819,77835259
