comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,40,NA,Stapleton,Series,Yes,,,3,9,15,NA,NA,NA,Low,2,86,3,,,,,No,Well drained,1981,2027,2073,104,191,279,hills,NA,0.16,NA,7.8,8.3,8.9,356,381,406,NA,NA,NA,125,135,145,4,e,NA,NA,,NA,NA,,NA,800,1000,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,B,Low,Moderate,"Coarse-loamy, mixed, superactive, mesic Aridic Haplustolls",Mollisols,Ustolls,Haplustolls,Aridic Haplustolls,coarse-loamy,,superactive,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95450,14875770
NA,30,NA,Bernal,Series,Yes,,,3,12,20,NA,NA,NA,Medium,1,86,3,,,,,No,Well drained,1981,2027,2073,104,191,279,hills,NA,0.16,NA,7.8,8.3,8.9,356,381,406,NA,NA,NA,125,135,145,6,e,NA,NA,,NA,NA,,NA,300,500,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Loamy, mixed, superactive, mesic Lithic Argiustolls",Mollisols,Ustolls,Argiustolls,Lithic Argiustolls,loamy,,superactive,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95450,14875771
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95450,14875772
NA,45,NA,Travessilla,Series,Yes,"COOL, MOIST",,8,27,45,NA,NA,NA,High,1,86,3,,,,,No,Well drained,1890,1966,2042,62,164,266,"hills, uplands",NA,0.3,NA,7.8,8.3,10,356,381,406,NA,NA,NA,130,140,150,7,e,NA,NA,,NA,NA,,NA,200,500,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Loamy, mixed, superactive, nonacid, mesic Lithic Ustic Torriorthents",Entisols,Orthents,Torriorthents,Lithic Ustic Torriorthents,loamy,,superactive,nonacid,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95460,14875802
NA,30,NA,Rock outcrop,Miscellaneous area,Yes,,,8,49,90,NA,NA,NA,,NA,0,8,,Barren land,,,No,,NA,NA,NA,62,164,266,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,s,8,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,D,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95460,14875803
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95460,14875804
NA,85,NA,Truckton,Series,Yes,,,1,5,9,NA,NA,NA,Low,5,134,2,,,,,No,Well drained,1829,1982,2134,96,156,216,"flats, hills, uplands",NA,0.23,NA,7.8,8.3,10,356,381,406,NA,NA,NA,125,135,145,6,e,NA,4,e,NA,NA,,NA,1200,1600,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,A,Moderate,Low,"Coarse-loamy, mixed, superactive, mesic Aridic Argiustolls",Mollisols,Ustolls,Argiustolls,Aridic Argiustolls,coarse-loamy,,superactive,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95461,14875805
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95461,14875806
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95461,14875807
NA,85,NA,Truckton,Series,Yes,,,0,2,3,NA,NA,NA,Very low,5,86,3,,,,,No,Well drained,1829,1982,2134,82,145,209,"flats, uplands",NA,0.23,NA,7.8,8.3,10,356,381,381,NA,NA,NA,125,135,145,3,e,NA,2,e,NA,NA,,NA,1200,1600,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,A,Moderate,Low,"Coarse-loamy, mixed, superactive, mesic Aridic Argiustolls",Mollisols,Ustolls,Argiustolls,Aridic Argiustolls,coarse-loamy,,superactive,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95462,14875808
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95462,14875809
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95462,14875810
NA,7,NA,Bresser,Series,No ,,,3,3,9,38,61,61,Low,3,86,3,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1615.4,1889.8,2087.9,0,NA,360,"low hills on piedmonts, interfluves on piedmonts",NA,0.23,NA,9,10,11,356,432,483,NA,NA,NA,85,125,155,6,e,NA,6,e,NA,NA,,NA,900,1600,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,0,0,0,B,Low,Low,"Fine-loamy, mixed, superactive, mesic Aridic Argiustolls",Mollisols,Ustolls,Argiustolls,Aridic Argiustolls,fine-loamy,not used,superactive,not used,mesic,Aridic (torric),mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95463,14875811
NA,85,NA,Truckton,Series,Yes,,,3,5,9,38,49,61,Low,5,86,3,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1615.4,1889.8,2087.9,0,NA,360,"hills on piedmonts, interfluves on piedmonts",NA,0.16,NA,9,10,11,356,432,483,NA,NA,NA,85,125,155,6,e,NA,6,e,NA,NA,,NA,900,1600,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,0,0,0,A,Low,Low,"Coarse-loamy, mixed, superactive, mesic Aridic Argiustolls",Mollisols,Ustolls,Argiustolls,Aridic Argiustolls,coarse-loamy,not used,superactive,not used,mesic,Aridic (torric),mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95463,14875812
NA,8,NA,Blakeland,Series,No ,,,3,7,9,38,43,61,Low,5,134,2,,Grass/herbaceous cover,Grassland rangeland,,No,Somewhat excessively drained,1615.4,1889.8,2087.9,0,NA,360,"hills on piedmonts, interfluves on piedmonts",NA,0.16,NA,9,10,11,356,432,483,NA,NA,NA,85,125,155,6,s,NA,6,s,NA,NA,,NA,900,1600,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,0,0,0,A,Low,Low,"Sandy, mixed, mesic Torriorthentic Haplustolls",Mollisols,Ustolls,Haplustolls,Torriorthentic Haplustolls,sandy,not used,not used,not used,mesic,Aridic (torric),mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95463,14875813
NA,100,NA,Water,Miscellaneous area,Yes,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,58,157,256,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95466,14875821
NA,100,NA,Dumps,Miscellaneous area,Yes,,Reclaimed,5,15,30,15,21,48,Very high,NA,0,8,Class 3,,,,No,,1859,1890,1920,90,360,270,reclaimed lands,NA,NA,NA,8,9,10,406,432,457,NA,NA,NA,100,115,125,8,s,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2520932,14875823
NA,85,NA,Fort,Series,Yes,,,1,3,5,48,60,91,Low,5,48,6,Class 1,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1677,1768,1981,0,180,360,"fans on plains, interfluves on plains",NA,0.23,NA,9,11,12,305,330,356,NA,NA,NA,125,145,160,4,c,NA,3,e,NA,NA,3,NA,500,850,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moderate,0,0,0,0,0,0,C,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Ustic Calciargids",Aridisols,Argids,Calciargids,Ustic Calciargids,fine-loamy,not used,superactive,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2738799,14875852
NA,10,NA,Wilid,Series,No ,,,1,2,3,30,91,91,,5,48,6,Class 1,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1677,1768,1981,0,180,360,interfluves on plains,NA,0.23,NA,9,11,12,305,330,356,NA,NA,NA,125,145,160,4,c,NA,3,e,NA,NA,3,NA,500,850,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moderate,0,0,0,0,0,0,C,Low,Moderate,"Fine-silty, mixed, superactive, mesic Ustic Calciargids",Aridisols,Argids,Calciargids,Ustic Calciargids,fine-silty,not used,superactive,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2738799,14875853
NA,5,NA,Oterodry,Series,No ,,,3,4,5,38,48,54,,5,86,3,Class 1,Grass/herbaceous cover,Grassland rangeland,,No,Somewhat excessively drained,1677,1768,1981,0,188,360,hillslopes on plains,NA,0.3,NA,9,11,12,305,330,356,NA,NA,NA,125,145,160,6,e,NA,4,e,NA,NA,3,NA,500,1000,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moderate,0,0,0,0,0,0,A,Moderate,Moderate,"Coarse-loamy, mixed, superactive, mesic Ustic Haplocambids",Aridisols,Cambids,Haplocambids,Ustic Haplocambids,coarse-loamy,not used,superactive,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2738799,14875854
NA,5,NA,Wilid,Series,No ,,,1,3,5,48,60,91,,5,48,6,Class 1,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1372,1661,1829,0,180,360,interfluves on plains,NA,0.23,NA,9,11,12,305,330,356,NA,NA,NA,125,145,160,4,c,NA,4,e,NA,NA,3,NA,500,850,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moderate,0,0,0,0,0,0,C,Low,Moderate,"Fine-silty, mixed, superactive, mesic Ustic Calciargids",Aridisols,Argids,Calciargids,Ustic Calciargids,fine-silty,not used,superactive,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2738801,14875858
NA,5,NA,Vonid,Series,No ,,,3,5,8,39,48,60,,4,86,3,Class 1,Grass/herbaceous cover,Grassland rangeland,,No,Somewhat excessively drained,1372,1661,1829,0,180,360,"hills on plains, ridges on plains",NA,0.16,NA,9,11,12,305,330,356,NA,NA,NA,125,155,170,6,c,NA,4,e,NA,NA,5,NA,500,1100,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moderate,0,0,0,0,0,0,A,Low,Moderate,"Coarse-loamy, mixed, superactive, mesic Ustic Calciargids",Aridisols,Argids,Calciargids,Ustic Calciargids,coarse-loamy,not used,superactive,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2738801,14875859
NA,5,NA,Kimera,Series,No ,,,3,5,8,39,48,60,,5,48,6,Class 1,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1372,1661,1829,0,180,360,"fan remnants on plains, interfluves on plains",NA,0.23,NA,9,10,12,305,330,356,NA,NA,NA,125,155,170,6,c,NA,4,e,NA,NA,3,NA,500,800,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moderate,0,0,0,0,0,0,C,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Ustic Haplocalcids",Aridisols,Calcids,Haplocalcids,Ustic Haplocalcids,fine-loamy,not used,superactive,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2738801,14875860
NA,85,NA,Fort,Series,Yes,,cool,1,4,8,39,54,91,,5,86,3,Class 1,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1372,1661,1829,0,180,360,"hills on plains, interfluves on plains",NA,0.3,NA,10,11,12,305,330,356,NA,NA,NA,125,145,160,6,e,NA,4,e,NA,NA,3,NA,650,1200,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moderate,0,0,0,0,0,0,B,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Ustic Calciargids",Aridisols,Argids,Calciargids,Ustic Calciargids,fine-loamy,not used,superactive,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2738801,14875861
NA,5,NA,Aguilar,Series,No ,,,0,1,2,30,60,91,,2,86,3,Class 1,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1189,1509,1829,0,NA,360,"fan remnants, plains",NA,0.3,NA,9,11,12,305,330,356,NA,NA,NA,130,155,170,7,s,NA,7,s,NA,NA,10,NA,400,1000,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Low,0,0,0,0,0,0,C,High,High,"Fine, smectitic, mesic Vertic Natrargids",Aridisols,Argids,Natrargids,Vertic Natrargids,fine,not used,not used,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2766575,14875862
NA,90,NA,Manzanola,Series,Yes,,,0,1,2,30,60,91,,5,86,4L,Class 1,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1189,1509,1829,0,NA,360,"drainageways, fan remnants, interfluves, plains, terraces",NA,0.23,NA,9,11,12,305,330,356,NA,NA,NA,130,155,170,4,c,NA,3,e,NA,NA,9,NA,750,1500,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Low,0,0,0,0,0,0,C,High,High,"Fine, smectitic, mesic Ustic Haplargids",Aridisols,Argids,Haplargids,Ustic Haplargids,fine,not used,not used,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2766575,14875863
NA,5,NA,Haversid,Series,No ,,,0,2,2,30,91,91,Low,5,86,3,Class 1,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1189,1509,1829,0,NA,360,"drainageways, plains, terraces",NA,0.23,NA,9,11,12,305,330,356,NA,NA,NA,130,155,170,4,c,NA,3,e,NA,NA,3,NA,750,1500,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moderate,0,0,0,0,0,0,C,Moderate,Moderate,"Fine-loamy, mixed, superactive, calcareous, mesic Ustic Torrifluvents",Entisols,Fluvents,Torrifluvents,Ustic Torrifluvents,fine-loamy,not used,superactive,calcareous,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2766575,14875864
NA,85,NA,Manzanola,Series,Yes,,,3,5,9,30,60,91,,5,86,4L,Class 2,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1128,1509,1890,0,180,360,"fan remnants, hillslopes, plains",NA,0.23,NA,9,10,12,305,330,356,NA,NA,NA,130,155,170,6,e,NA,6,e,NA,NA,3,NA,250,700,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Low,0,0,0,0,0,0,C,Low,Moderate,"Fine, smectitic, mesic Ustic Haplargids",Aridisols,Argids,Haplargids,Ustic Haplargids,fine,not used,not used,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2766576,14875865
NA,5,NA,Wilid,Series,No ,,,3,5,9,30,91,91,,5,48,6,Class 2,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1128,1509,1890,0,180,360,"hillslopes, plains",NA,0.23,NA,9,10,12,305,330,356,NA,NA,NA,130,155,170,6,e,NA,6,e,NA,NA,3,NA,300,750,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moderate,0,0,0,0,0,0,C,Low,Moderate,"Fine-silty, mixed, superactive, mesic Ustic Calciargids",Aridisols,Argids,Calciargids,Ustic Calciargids,fine-silty,not used,superactive,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2766576,14875866
NA,5,NA,Fort,Series,No ,,,3,5,9,48,60,91,,5,48,6,Class 2,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1128,1509,1890,0,180,360,"fan remnants, plains",NA,0.23,NA,9,10,12,305,330,356,NA,NA,NA,130,155,170,6,e,NA,6,e,NA,NA,3,NA,300,750,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moderate,0,0,0,0,0,0,C,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Ustic Calciargids",Aridisols,Argids,Calciargids,Ustic Calciargids,fine-loamy,not used,superactive,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2766576,14875867
NA,5,NA,Razor,Series,No ,,,3,5,9,48,60,91,,3,86,4,Class 2,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1128,1509,1890,0,NA,360,"hillslopes, pediments, plains",NA,0.3,NA,9,10,12,305,330,356,NA,NA,NA,130,155,170,6,e,NA,6,e,NA,NA,,NA,250,700,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Low,0,0,0,0,0,0,D,Moderate,High,"Fine, smectitic, mesic Ustertic Haplocambids",Aridisols,Cambids,Haplocambids,Ustertic Haplocambids,fine,not used,not used,not used,mesic,Ustic,mesic,eleventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2766576,14875868
NA,5,NA,Fortwingate,Taxadjunct,No ,MOIST,shallow,15,35,60,NA,NA,NA,Very high,2,48,6,NA,Grass/herbaceous cover,Shrubby rangeland,,No,Well drained,2012,2225,2438,60,180,330,"mountain slopes, mountains",0.16,0.23,0.3,6,7,7,410,440,480,NA,NA,NA,60,80,100,6,e,NA,NA,,NA,NA,NA,NA,325,450,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Low,Moderate,"Fine, montmorillonitic Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,fine,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497325,15697501
NA,5,NA,Fortwingate,Series,No ,MOIST,deep,15,35,60,NA,NA,NA,Very high,3,48,6,NA,Grass/herbaceous cover,Shrubby rangeland,,No,Well drained,2012,2225,2438,60,180,330,"mountain slopes, mountains",0.16,0.23,0.3,6,7,7,410,440,480,NA,NA,NA,60,80,100,6,e,NA,NA,,NA,NA,NA,NA,325,450,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Low,Moderate,"Fine, montmorillonitic Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,fine,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497325,15697502
NA,30,NA,Rock outcrop,Miscellaneous area,Yes,,,30,45,60,NA,NA,NA,Very high,NA,0,8,NA,,,,No,,2012,2225,2438,60,180,330,"mountain slopes, mountains",NA,NA,NA,6,7,7,410,440,480,NA,NA,NA,60,80,100,8,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497325,15697503
NA,20,NA,Pendant,Series,No ,"COOL, HIGH PPT",,15,35,60,NA,NA,NA,Very high,1,86,5,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,1981,2393,2804,90,225,360,"mountain slopes, mountains",0.02,0.09,0.16,6,7,8,356,432,508,NA,NA,NA,80,100,120,7,e,NA,NA,,NA,NA,NA,NA,250,350,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,D,Low,Moderate,"Loamy-skeletal, mixed Lithic Haploborolls",Mollisols,Borolls,Haploborolls,Lithic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497325,15697504
NA,40,NA,Fortwingate,Series,Yes,MOIST,,15,35,60,NA,NA,NA,Very high,2,48,6,NA,Grass/herbaceous cover,Shrubby rangeland,,No,Well drained,2012,2225,2438,60,180,330,"mountain slopes, mountains",0.16,0.23,0.3,6,7,7,410,440,480,NA,NA,NA,60,80,100,6,e,NA,NA,,NA,NA,NA,NA,325,450,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Fine, montmorillonitic Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,fine,NA,,not used,,Typic,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497325,15697505
NA,85,NA,Garber,Series,Yes,,,15,28,40,NA,NA,NA,Low,4,48,6,NA,Tree cover,Other tree cover,,No,Well drained,2316,2560,2804,0,NA,360,"drainageways, mountain slopes, mountains",0.09,0.16,0.23,7,8,9,380,445,510,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,1000,1750,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,A,Low,Low,"Loamy-skeletal, mixed Pachic Haploborolls",Mollisols,Borolls,Haploborolls,Pachic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497327,15697456
NA,15,NA,Sphinx,Series,No ,,,15,28,40,NA,NA,NA,Very high,2,86,7,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1981,2210,2438,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,432,521,610,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497327,15697457
