comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,NA,NA,Fluvaquentic haplaquoll,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,swales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95387,14875590
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95387,14875591
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95387,14875592
NA,85,NA,Fluvaquentic Haplaquolls,Family,Yes,COOL,,0,1,2,NA,NA,NA,Very high,3,0,8,,,,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,1524,1951,2377,92,153,215,"flood plains, marshes, swales",NA,0.09,NA,7.8,8.3,11,330,356,381,NA,NA,NA,110,138,165,5,w,NA,NA,,NA,NA,,NA,1500,2200,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,D,Low,High,Mixed Fluvaquentic Haplaquolls,Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,not used,,,not used,not used,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95388,14875593
NA,NA,NA,Haplaquolls,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,domes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95388,14875594
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95388,14875595
NA,85,NA,Ascalon,Series,Yes,,,3,6,9,38,46,61,Medium,5,86,3,,Crop cover,Close-grown crop,,No,Well drained,1179,1371,1816,0,NA,360,"interfluves, plains",NA,0.23,NA,8,10,12,330,355,457,NA,NA,NA,95,145,155,6,e,NA,6,e,NA,NA,,NA,800,1650,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,0,0,0,B,Low,Low,"Fine-loamy, mixed, superactive, mesic Aridic Argiustolls",Mollisols,Ustolls,Argiustolls,Aridic Argiustolls,fine-loamy,not used,superactive,not used,mesic,Aridic (torric),mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95389,14875596
NA,5,NA,Vona,Series,No ,,,3,6,9,38,46,61,Low,5,86,3,,Crop cover,Close-grown crop,,No,Well drained,1179,1371,1816,0,NA,360,"interfluves, plains",NA,0.23,NA,8,10,12,330,355,457,NA,NA,NA,95,145,155,6,e,NA,6,e,NA,NA,,NA,800,1650,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,0,0,0,A,Low,Low,"Coarse-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisols,Ustalfs,Haplustalfs,Aridic Haplustalfs,coarse-loamy,not used,superactive,not used,mesic,Aridic (torric),mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95389,14875597
NA,10,NA,Olnest,Series,No ,,,3,6,9,38,46,61,Medium,5,86,3,,Crop cover,Close-grown crop,,No,Well drained,1179,1371,1816,0,NA,360,"interfluves, plains",NA,0.23,NA,8,10,12,330,355,457,NA,NA,NA,95,145,155,6,e,NA,6,e,NA,NA,,NA,800,1650,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,0,0,0,B,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisols,Ustalfs,Haplustalfs,Aridic Haplustalfs,fine-loamy,not used,superactive,not used,mesic,Aridic (torric),mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95389,14875598
NA,40,NA,Fortwingate,Series,Yes,,,15,28,40,NA,NA,NA,High,2,48,6,,,,,No,Well drained,2012,2104,2195,68,153,238,mountains,NA,0.23,NA,5.6,6.7,7.8,406,432,457,NA,NA,NA,100,110,120,7,e,NA,NA,,NA,NA,,NA,500,700,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,C,Moderate,Moderate,"Fine, smectitic, frigid Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,fine,,,not used,frigid,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95392,14875605
NA,30,NA,Rock outcrop,Miscellaneous area,Yes,,,15,38,60,NA,NA,NA,,NA,0,8,,Barren land,,,No,,NA,NA,NA,68,153,238,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,s,8,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,D,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95392,14875606
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95392,14875607
NA,85,NA,Heldt,Series,Yes,,,0,2,3,NA,NA,NA,Low,5,48,6,,,,,No,Well drained,1585,1783,1981,54,127,200,"alluvial fans, stream terraces",NA,0.3,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,145,155,4,c,NA,3,e,NA,NA,,NA,800,1200,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, smectitic, mesic Ustertic Camborthids",Aridisols,Orthids,Camborthids,Ustertic Camborthids,fine,,,not used,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95393,14875608
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95393,14875609
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95393,14875610
NA,40,NA,Jarre,Series,Yes,,,8,19,30,NA,NA,NA,Medium,4,86,3,,,,,No,Well drained,2042,2164,2286,32,120,208,alluvial fans,NA,0.16,NA,NA,6.1,NA,NA,457,NA,NA,NA,NA,115,120,125,6,e,NA,NA,,NA,NA,,NA,1200,1500,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,B,Low,Moderate,"Fine-loamy, mixed, superactive, frigid Aridic Argiustolls",Mollisols,Ustolls,Argiustolls,Aridic Argiustolls,fine-loamy,,superactive,not used,frigid,Aridic (torric),frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95398,14875620
NA,30,NA,Tecolote,Series,Yes,,,8,37,65,NA,NA,NA,High,4,0,8,,,,,No,Well drained,2042,2164,2286,32,120,208,alluvial fans,NA,0.16,NA,NA,6.1,NA,NA,457,NA,NA,NA,NA,90,100,110,7,e,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed, superactive, frigid Typic Haplustalfs",Alfisols,Ustalfs,Haplustalfs,Typic Haplustalfs,loamy-skeletal,,superactive,not used,frigid,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95398,14875621
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95398,14875622
NA,85,NA,Kutch,Series,Yes,,,3,4,5,NA,NA,NA,Low,3,48,6,,,,,No,Well drained,1920,1996,2073,73,178,283,"hills, uplands",NA,0.23,NA,7.8,8.3,10,356,381,406,NA,NA,NA,125,135,145,4,e,NA,4,e,NA,NA,,NA,600,800,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, smectitic, mesic Torrertic Argiustolls",Mollisols,Ustolls,Argiustolls,Torrertic Argiustolls,fine,,,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95405,14875638
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95405,14875639
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95405,14875640
NA,85,NA,Kutch,Series,Yes,,,5,13,20,NA,NA,NA,Medium,3,48,6,,,,,No,Well drained,1920,1996,2073,77,172,267,"hills, uplands",NA,0.23,NA,7.8,8.3,10,356,381,406,NA,NA,NA,125,135,145,6,e,NA,NA,,NA,NA,,NA,600,800,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, smectitic, mesic Torrertic Argiustolls",Mollisols,Ustolls,Argiustolls,Torrertic Argiustolls,fine,,,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95406,14875641
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95406,14875642
NA,35,NA,Kutler,Series,Yes,,,25,45,65,NA,NA,NA,High,3,0,8,,,,,No,Somewhat excessively drained,2134,2362,2591,33,138,243,mountains,NA,0.23,NA,NA,5.6,NA,NA,508,NA,NA,NA,NA,80,90,100,7,e,NA,NA,,NA,NA,,NA,700,1500,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,C,Low,Moderate,"Loamy-skeletal, mixed, superactive, frigid Entic Haplustolls",Mollisols,Ustolls,Haplustolls,Entic Haplustolls,loamy-skeletal,,superactive,not used,frigid,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95407,14875643
NA,30,NA,Broadmoor,Series,Yes,,,25,48,70,NA,NA,NA,High,3,0,8,,,,,No,Somewhat excessively drained,2134,2362,2591,33,138,243,mountains,NA,0.23,NA,NA,5.6,NA,NA,508,NA,NA,NA,NA,80,90,100,7,e,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,C,Moderate,Moderate,"Loamy-skeletal, mixed, superactive, frigid Udic Ustochrepts",Inceptisols,Ochrepts,Ustochrepts,Udic Ustochrepts,loamy-skeletal,,superactive,not used,frigid,Udic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95407,14875644
NA,30,NA,Rock outcrop,Miscellaneous area,Yes,,,25,58,90,NA,NA,NA,,NA,0,8,,Barren land,,,No,,NA,NA,NA,33,138,243,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,s,8,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,D,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95407,14875645
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95407,14875646
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95407,14875647
NA,85,NA,Limon,Series,Yes,"NIRR, MOIST, COOL, DRY",Occasionally flooded,0,2,3,NA,NA,NA,Low,5,86,4,,,,,No,Well drained,1585,1738,1890,50,143,235,"alluvial fans, flood plains",NA,0.37,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,145,155,4,e,NA,3,e,NA,NA,,NA,600,800,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, smectitic, calcareous, mesic Ustertic Torriorthents",Entisols,Orthents,Torriorthents,Ustertic Torriorthents,fine,,,calcareous,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95408,14875648
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95408,14875649
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95408,14875650
NA,85,NA,Louviers,Series,Yes,,,3,11,18,NA,NA,NA,Medium,2,86,4,,,,,No,Well drained,1890,2012,2134,77,172,267,"hills, uplands",NA,0.23,NA,7.8,8.3,10,356,381,406,NA,NA,NA,125,135,145,6,e,NA,NA,,NA,NA,,NA,500,700,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Clayey, mixed, superactive, nonacid, mesic, shallow Ustic Torriorthents",Entisols,Orthents,Torriorthents,Ustic Torriorthents,clayey,,superactive,nonacid,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95409,14875651
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95409,14875652
NA,90,NA,Manvel,Series,Yes,"NIRR, LOW PPT, MAP 10-14",,3,6,9,NA,NA,NA,Medium,3,86,4L,,,,,No,Well drained,1768,1844,1920,117,191,266,"fans, hills, uplands",NA,0.23,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,145,155,6,e,NA,NA,,NA,NA,,NA,500,800,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,B,Low,High,"Fine-silty, mixed, superactive, calcareous, mesic Ustic Torriorthents",Entisols,Orthents,Torriorthents,Ustic Torriorthents,fine-silty,,superactive,calcareous,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95412,14875658
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95412,14875659
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95412,14875660
NA,85,NA,Manzanola,Series,Yes,"MOIST, NIRR",,3,6,9,NA,NA,NA,Medium,5,48,6,,,,,No,Well drained,1585,1707,1829,54,149,245,"fans, hills, terraces",NA,0.23,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,145,155,6,c,NA,NA,,NA,NA,,NA,500,800,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, smectitic, mesic Ustollic Haplargids",Aridisols,Argids,Haplargids,Ustollic Haplargids,fine,,,not used,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95415,14875665
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95415,14875666
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95415,14875667
NA,85,NA,Midway,Series,Yes,"SHALLOW, LOW PE",,3,14,25,NA,NA,NA,Medium,2,48,6,,,,,No,Well drained,1585,1738,1890,77,165,253,"hills, uplands",NA,0.3,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,145,155,7,e,NA,NA,,NA,NA,,NA,300,550,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,D,High,High,"Clayey, smectitic, calcareous, mesic, shallow Ustic Torriorthents",Entisols,Orthents,Torriorthents,Ustic Torriorthents,clayey,,,calcareous,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95416,14875668
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95416,14875669
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95416,14875670
NA,45,NA,Nelson,Series,Yes,"NIRR, MOIST",,3,8,12,NA,NA,NA,Medium,3,86,3,,,,,No,Well drained,1707,1829,1951,107,196,285,hills,NA,0.23,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,145,155,6,e,NA,4,e,NA,NA,,NA,1000,1500,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,B,Low,Moderate,"Coarse-loamy, mixed, superactive, calcareous, mesic Ustic Torriorthents",Entisols,Orthents,Torriorthents,Ustic Torriorthents,coarse-loamy,,superactive,calcareous,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95418,14875673
