areatypename,areasymbol,areaname,areaacres,mlraoffice,legenddesc,ssastatus,mouagncyresp,projectscale,cordate,ssurgoarchived,legendsuituse,legendcertstat,lkey
Non-MLRA Soil Survey Area,OR637,"Lane County Area, Oregon",1786545,"Portland, OR",Detailed Soil Map Legend,NA,Natural Resources Conservation Service,20000,NA,NA,NA,NA,10395
