comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,85,NA,Ritner,Series,Yes,NORTH,,30,45,60,NA,NA,NA,,2,38,7,NA,,,,No,Well drained,122,336,549,113,225,338,hills,0.09,0.16,0.16,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,7,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Clayey-skeletal, mixed, superactive, mesic Typic Haploxerepts",Inceptisols,Xerepts,Haploxerepts,Typic Haploxerepts,clayey-skeletal,,superactive,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62584,14896891
NA,85,NA,Riverwash,Miscellaneous area,Yes,,,0,2,3,NA,NA,NA,,NA,220,1,NA,,,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,88,273,457,NA,NA,NA,flood plains,NA,NA,NA,8,10,11,1016,1778,2540,NA,NA,NA,150,183,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62585,14896892
NA,8,NA,Fluvents,Taxon above family,No ,,,0,2,3,NA,NA,NA,,2,86,3,NA,,,Wooded under natural conditions,Yes,Excessively drained,29,472,914,NA,NA,NA,flood plains,NA,NA,NA,9,11,13,457,991,1524,NA,NA,NA,150,193,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,A,Moderate,Moderate,"Sandy-skeletal, mixed, mesic Fluventic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Fluventic Haploxerolls,sandy-skeletal,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62585,14896893
NA,70,NA,Rock outcrop,Miscellaneous area,Yes,,,10,40,70,NA,NA,NA,,NA,NA,NA,NA,,,,No,,122,366,610,NA,NA,NA,,NA,NA,NA,9,10,11,1016,1270,1524,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62587,14896896
NA,20,NA,Witzel,Series,Yes,,,10,40,70,NA,NA,NA,,1,0,8,NA,,,,No,Well drained,122,366,610,113,203,293,hills,0.16,0.16,0.23,9,10,11,1016,1270,1524,NA,NA,NA,165,188,210,6,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Loamy-skeletal, mixed, active, mesic Lithic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Lithic Ultic Haploxerolls,loamy-skeletal,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62587,14896897
NA,85,NA,Salem,Series,Yes,,,0,2,3,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,91,168,244,NA,NA,NA,stream terraces,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,s,NA,2,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Low,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62589,14896899
NA,45,NA,Salem,Series,Yes,,,0,2,3,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,91,168,244,NA,NA,NA,stream terraces,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,s,NA,2,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Low,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62590,14896900
NA,45,NA,Urban land,Miscellaneous area,Yes,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,,No,,91,168,244,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62590,14896901
NA,85,NA,Bellpine,Series,Yes,,,3,6,12,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,122,275,427,338,90,203,hillslopes,0.16,0.16,0.23,10,11,11,1016,1143,1524,NA,NA,NA,165,188,210,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, active, mesic Xeric Haplohumults",Ultisols,Humults,Haplohumults,Xeric Haplohumults,fine,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62591,14896902
NA,85,NA,Bellpine,Series,Yes,,,12,16,20,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,122,275,427,338,90,203,hillslopes,0.16,0.16,0.23,10,11,11,1016,1143,1524,NA,NA,NA,165,188,210,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, active, mesic Xeric Haplohumults",Ultisols,Humults,Haplohumults,Xeric Haplohumults,fine,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62592,14896903
NA,85,NA,Bellpine,Series,Yes,,,20,25,30,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,122,275,427,248,45,203,hillslopes,0.16,0.16,0.23,10,11,11,1016,1143,1524,NA,NA,NA,165,188,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, active, mesic Xeric Haplohumults",Ultisols,Humults,Haplohumults,Xeric Haplohumults,fine,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62593,14896904
NA,85,NA,Bellpine,Series,Yes,,,30,40,50,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,122,275,427,158,293,68,hillslopes,0.16,0.16,0.23,10,11,11,1016,1143,1524,NA,NA,NA,165,188,210,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, active, mesic Xeric Haplohumults",Ultisols,Humults,Haplohumults,Xeric Haplohumults,fine,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62594,14896905
NA,90,NA,Salkum,Series,Yes,,,2,5,8,NA,NA,NA,,5,48,6,NA,,,,No,Well drained,152,229,305,NA,NA,NA,terraces,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,High,"Clayey, kaolinitic, mesic Xeric Palehumults",Ultisols,Humults,Palehumults,Xeric Palehumults,clayey,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62596,14896907
NA,85,NA,Salkum,Series,Yes,,,8,12,16,NA,NA,NA,,5,48,6,NA,,,,No,Well drained,152,229,305,338,135,293,terraces,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,High,"Clayey, kaolinitic, mesic Xeric Palehumults",Ultisols,Humults,Palehumults,Xeric Palehumults,clayey,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62597,14896908
NA,85,NA,Steiwer,Series,Yes,,,3,8,12,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,91,145,198,248,0,113,low hills,0.16,0.23,0.23,11,12,12,1016,1207,1397,NA,NA,NA,165,188,210,3,e,NA,3,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,C,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,fine-loamy,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62602,14896914
NA,85,NA,Steiwer,Series,Yes,,,12,16,20,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,91,145,198,203,293,23,low hills,0.16,0.23,0.23,11,12,12,1016,1207,1397,NA,NA,NA,165,188,210,4,e,NA,6,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,C,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,fine-loamy,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62603,14896915
NA,85,NA,Steiwer,Series,Yes,,,20,35,50,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,91,145,198,113,248,23,low hills,0.16,0.23,0.23,11,12,12,1016,1207,1397,NA,NA,NA,165,188,210,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,C,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,fine-loamy,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62604,14896916
NA,35,NA,Urban land,Miscellaneous area,Yes,,,3,8,12,NA,NA,NA,,NA,NA,NA,NA,,,,No,,122,244,366,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62607,14896919
NA,25,NA,Hazelair,Series,Yes,,,3,8,12,NA,NA,NA,,3,48,6,NA,,,,No,Moderately well drained,122,244,366,248,0,113,hills,0.16,0.16,0.23,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Very-fine, mixed, mesic Aquultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Aquultic Haploxerolls,very-fine,,,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62607,14896920
NA,20,NA,Dixonville,Series,Yes,,,3,8,12,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,122,244,366,248,0,113,hills,0.09,0.09,0.16,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Fine, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62607,14896921
NA,3,NA,Panther,Series,No ,,,2,7,12,NA,NA,NA,,4,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,61,336,610,NA,NA,NA,swales,0.09,0.09,0.09,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,6,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,High,High,"Very-fine, smectitic, mesic Typic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Typic Haplaquolls,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62607,14896922
NA,85,NA,Waldo,Series,Yes,,,0,2,3,NA,NA,NA,,5,48,6,NA,,,Wooded under natural conditions,Yes,Poorly drained,91,198,305,NA,NA,NA,"flood plains, terraces",0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C/D,Moderate,High,"Fine, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62611,14896928
NA,5,NA,Bashaw,Series,No ,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,27,166,305,NA,NA,NA,terraces,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62611,14896929
NA,5,NA,Wapato,Series,No ,,,0,2,3,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,396,762,NA,NA,NA,flood plains,0.16,0.23,0.23,10,11,12,914,1219,1524,NA,NA,NA,150,180,210,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62611,14896930
NA,85,NA,Willakenzie,Series,Yes,,,2,7,12,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,91,259,427,NA,NA,NA,hills,0.16,0.23,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,Moderate,"Fine-loamy, mixed, active, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62618,14896947
NA,85,NA,Willakenzie,Series,Yes,,,12,16,20,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,91,259,427,293,45,158,hills,0.16,0.23,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,Moderate,"Fine-loamy, mixed, active, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62619,14896948
NA,85,NA,Willakenzie,Series,Yes,,,20,25,30,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,91,259,427,68,225,23,hills,0.16,0.23,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,Moderate,"Fine-loamy, mixed, active, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62620,14896949
NA,85,NA,Willakenzie,Series,Yes,,,30,40,50,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,91,259,427,113,248,23,hills,0.16,0.23,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,Moderate,"Fine-loamy, mixed, active, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62621,14896950
NA,85,NA,Witzel,Series,Yes,,,3,17,30,NA,NA,NA,,1,0,8,NA,,,,No,Well drained,91,274,457,113,225,338,hills,0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,6,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Loamy-skeletal, mixed, active, mesic Lithic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Lithic Ultic Haploxerolls,loamy-skeletal,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62624,14896955
NA,85,NA,Witzel,Series,Yes,,,30,53,75,NA,NA,NA,,1,0,8,NA,,,,No,Well drained,91,274,457,113,203,293,hills,0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,6,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Loamy-skeletal, mixed, active, mesic Lithic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Lithic Ultic Haploxerolls,loamy-skeletal,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62625,14896956
NA,85,NA,Abiqua,Series,Yes,,,0,2,3,NA,NA,NA,,5,48,6,NA,,,,No,Well drained,107,206,305,NA,NA,NA,flood plains,0.09,0.16,0.16,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,1,,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, mesic Cumulic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Cumulic Ultic Haploxerolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62641,14896985
NA,5,NA,Waldo,Series,No ,,,0,2,3,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,244,457,NA,NA,NA,flood plains,0.16,0.16,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62641,14896986
NA,5,NA,Riverwash,Miscellaneous area,No ,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,NA,NA,NA,NA,NA,NA,flood plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,not used,,,not used,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62641,14896987
NA,85,NA,Camas,Series,Yes,,occasionally flooded,0,2,3,NA,NA,NA,,3,56,5,NA,,,,No,Excessively drained,88,174,259,NA,NA,NA,flood plains,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,A,Moderate,Low,"Sandy-skeletal, mixed, mesic Fluventic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Fluventic Haploxerolls,sandy-skeletal,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62648,14897000
NA,4,NA,Fluvents,Taxon above family,No ,,,0,1,2,NA,NA,NA,,NA,NA,NA,NA,,,Wooded under natural conditions,Yes,Poorly drained,NA,NA,NA,NA,NA,NA,flood plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,Mesic Fluvents,Entisols,Fluvents,,,not used,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62648,14897001
NA,3,NA,Riverwash,Miscellaneous area,No ,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,NA,NA,NA,NA,NA,NA,flood plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,not used,,,not used,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62648,14897002
NA,50,NA,Camas,Series,Yes,,,0,2,3,NA,NA,NA,,3,56,5,NA,,,,No,Excessively drained,122,244,366,NA,NA,NA,flood plains,0.16,0.16,0.23,11,12,12,1016,1143,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,A,Moderate,Low,"Sandy-skeletal, mixed, mesic Fluventic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Fluventic Haploxerolls,sandy-skeletal,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62649,14897003
NA,40,NA,Urban land,Miscellaneous area,Yes,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,,No,,122,244,366,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1143,1524,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62649,14897004
