comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,25,NA,Urban land,Miscellaneous area,Yes,,,12,24,35,NA,NA,NA,,NA,NA,NA,NA,,,,No,,122,244,366,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1143,NA,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62678,14897055
NA,30,NA,Dixonville,Series,Yes,,,3,8,12,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,91,320,549,180,0,180,hills,0.09,0.09,0.16,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Fine, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62679,14897056
NA,30,NA,Philomath,Series,Yes,,,3,8,12,NA,NA,NA,,2,56,5,NA,,,,No,Well drained,91,320,549,180,0,180,hills,0.09,0.09,0.09,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,6,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Clayey, smectitic, mesic, shallow Vertic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Vertic Haploxerolls,clayey,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62679,14897057
NA,25,NA,Hazelair,Series,Yes,,,3,8,12,NA,NA,NA,,3,48,6,NA,,,,No,Moderately well drained,91,320,549,180,0,180,hills,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Very-fine, mixed, mesic Aquultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Aquultic Haploxerolls,very-fine,,,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62679,14897058
NA,4,NA,Panther,Series,No ,,,2,7,12,NA,NA,NA,,4,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,61,336,610,NA,NA,NA,swales,0.09,0.09,0.09,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,6,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,High,High,"Very-fine, smectitic, mesic Typic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Typic Haplaquolls,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62679,14897059
NA,35,NA,Dixonville,Series,Yes,,,12,24,35,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,122,336,549,158,270,23,hills,0.09,0.09,0.16,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Fine, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62680,14897060
NA,30,NA,Philomath,Series,Yes,,,12,24,35,NA,NA,NA,,2,56,5,NA,,,,No,Well drained,122,336,549,158,270,23,hills,0.09,0.09,0.09,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,6,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Clayey, smectitic, mesic, shallow Vertic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Vertic Haploxerolls,clayey,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62680,14897061
NA,20,NA,Hazelair,Series,Yes,,,12,24,35,NA,NA,NA,,3,48,6,NA,,,,No,Moderately well drained,122,336,549,158,270,23,hills,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Very-fine, mixed, mesic Aquultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Aquultic Haploxerolls,very-fine,,,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62680,14897062
NA,85,NA,Dupee,Series,Yes,,,3,12,20,NA,NA,NA,,4,48,6,NA,,,,No,Somewhat poorly drained,91,229,366,293,68,203,"depressions on hills, drainageways on hills",0.16,0.23,0.3,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, superactive, mesic Aquultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Aquultic Haploxeralfs,fine,,superactive,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62682,14897066
NA,4,NA,Panther,Series,No ,,,2,7,12,NA,NA,NA,,4,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,61,336,610,NA,NA,NA,swales,0.09,0.09,0.09,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,6,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,High,High,"Very-fine, smectitic, mesic Typic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Typic Haplaquolls,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62682,14897067
NA,85,NA,Fluvents,Taxon above family,Yes,,,0,1,2,NA,NA,NA,,NA,NA,NA,NA,,,Wooded under natural conditions,Yes,Poorly drained,2,230,457,NA,NA,NA,"flood plains, islands, overflow stream channels, oxbows, sloughs",NA,0.23,NA,8,10,11,1016,1651,2286,NA,NA,NA,150,180,210,7,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,Fluvents,Entisols,Fluvents,,,not used,,,not used,not used,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62685,14897070
NA,1,NA,Riverwash,Miscellaneous area,No ,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,NA,NA,NA,NA,NA,NA,flood plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,not used,,,not used,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62685,14897071
NA,1,NA,Wapato,Series,No ,,,0,2,3,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,396,762,NA,NA,NA,flood plains,0.16,0.23,0.23,10,11,12,914,1219,1524,NA,NA,NA,150,180,210,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62685,14897072
NA,1,NA,Waldo,Series,No ,,,0,2,3,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,244,457,NA,NA,NA,flood plains,0.16,0.16,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62685,14897073
NA,1,NA,Willanch,Series,No ,,,0,2,3,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,0,15,30,NA,NA,NA,flood plains,0.16,0.23,0.23,10,11,12,1270,1778,2286,NA,NA,NA,160,230,300,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Coarse-loamy, mixed, nonacid, isomesic Aeric Tropaquepts",Inceptisols,Aquepts,Tropaquepts,Aeric Tropaquepts,coarse-loamy,,,nonacid,isomesic,,isomesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62685,14897074
NA,85,NA,Awbrig,Series,Yes,,,0,1,2,NA,NA,NA,,3,48,6,NA,,,Wooded under natural conditions,Yes,Poorly drained,88,136,183,NA,NA,NA,stream terraces,0.3,0.3,0.37,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,High,"Fine, smectitic, mesic Vertic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Vertic Albaqualfs,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62689,14897079
NA,4,NA,Bashaw,Series,No ,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,27,166,305,NA,NA,NA,terraces,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62689,14897080
NA,4,NA,Conser,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,213,396,NA,NA,NA,stream terraces,0.23,0.23,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62689,14897081
NA,4,NA,Dayton,Series,No ,,,0,1,2,NA,NA,NA,,3,56,5,NA,,,Farmable under natural conditions,Yes,Poorly drained,76,99,122,NA,NA,NA,terraces,0.16,0.3,0.3,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62689,14897082
NA,85,NA,Hazelair,Series,Yes,,,2,5,7,NA,NA,NA,,3,48,6,NA,,,,No,Moderately well drained,91,259,427,NA,NA,NA,"mountains, mountains",0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Very-fine, mixed, mesic Aquultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Aquultic Haploxerolls,very-fine,,,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62692,14897090
NA,4,NA,Panther,Series,No ,,,2,7,12,NA,NA,NA,,4,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,61,336,610,NA,NA,NA,swales,0.09,0.09,0.09,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,6,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,High,High,"Very-fine, smectitic, mesic Typic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Typic Haplaquolls,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62692,14897091
NA,85,NA,Hazelair,Series,Yes,,,7,14,20,NA,NA,NA,,3,48,6,NA,,,,No,Moderately well drained,91,259,427,180,0,180,"mountains, mountains",0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Very-fine, mixed, mesic Aquultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Aquultic Haploxerolls,very-fine,,,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62693,14897092
NA,3,NA,Panther,Series,No ,,,2,7,12,NA,NA,NA,,4,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,61,336,610,NA,NA,NA,swales,0.09,0.09,0.09,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,6,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,High,High,"Very-fine, smectitic, mesic Typic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Typic Haplaquolls,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62693,14897093
NA,85,NA,Holcomb,Series,Yes,,,0,2,3,NA,NA,NA,,3,48,6,NA,,,,No,Somewhat poorly drained,91,145,198,NA,NA,NA,terraces,0.16,0.16,0.16,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Fine, smectitic, mesic Mollic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Mollic Albaqualfs,fine,,,not used,mesic,Xeric,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62699,14897102
NA,5,NA,Awbrig,Series,No ,,,0,1,2,NA,NA,NA,,3,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,61,122,183,NA,NA,NA,terraces,0.3,0.3,0.37,10,11,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Vertic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Vertic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62699,14897103
NA,5,NA,Dayton,Series,No ,,,0,1,2,NA,NA,NA,,3,56,5,NA,,,Wooded under natural conditions,Yes,Poorly drained,76,99,122,NA,NA,NA,terraces,0.16,0.3,0.3,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62699,14897104
NA,55,NA,Awbrig,Series,Yes,,,0,1,2,NA,NA,NA,,3,48,6,NA,,,Wooded under natural conditions,Yes,Poorly drained,91,137,183,NA,NA,NA,stream terraces,0.3,0.3,0.37,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,High,"Fine, smectitic, mesic Vertic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Vertic Albaqualfs,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62707,14897112
NA,30,NA,Urban land,Miscellaneous area,Yes,,,0,1,2,NA,NA,NA,,NA,NA,NA,NA,,,,No,,91,137,183,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62707,14897113
NA,4,NA,Bashaw,Series,No ,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,27,166,305,NA,NA,NA,terraces,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62707,14897114
NA,4,NA,Conser,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,213,396,NA,NA,NA,stream terraces,0.23,0.23,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62707,14897115
NA,85,NA,Jory,Series,Yes,,,2,7,12,NA,NA,NA,,5,48,6,NA,,,,No,Well drained,122,244,366,NA,NA,NA,low hills,0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,2,e,NA,2,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, active, mesic Xeric Palehumults",Ultisols,Humults,Palehumults,Xeric Palehumults,fine,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62713,14897123
NA,90,NA,Malabon,Series,Yes,,,0,2,3,NA,NA,NA,,5,48,6,NA,,,,No,Well drained,91,145,198,NA,NA,NA,terraces,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,1,,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Low,High,"Fine, mixed, superactive, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine,,superactive,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62737,14897152
NA,50,NA,Malabon,Series,Yes,,,0,2,3,NA,NA,NA,,5,48,6,NA,,,,No,Well drained,91,145,198,NA,NA,NA,terraces,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,1,,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Low,High,"Fine, mixed, superactive, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine,,superactive,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62738,14897153
NA,45,NA,Urban land,Miscellaneous area,Yes,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,,No,,91,145,198,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62738,14897154
NA,85,NA,McAlpin,Series,Yes,,,0,2,3,NA,NA,NA,,5,48,6,NA,,,,No,Moderately well drained,91,198,305,NA,NA,NA,"alluvial fans, flood plains",0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,190,210,2,w,NA,2,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, superactive, mesic Aquic Cumulic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Aquic Cumulic Haploxerolls,fine,,superactive,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62740,14897156
NA,4,NA,Waldo,Series,No ,,,0,2,3,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,244,457,NA,NA,NA,flood plains,0.16,0.16,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62740,14897157
NA,4,NA,Riverwash,Miscellaneous area,No ,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,NA,NA,NA,NA,NA,NA,flood plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,not used,,,not used,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62740,14897158
NA,3,NA,Fluvents,Taxon above family,No ,,,0,1,2,NA,NA,NA,,NA,NA,NA,NA,,,Wooded under natural conditions,Yes,Poorly drained,NA,NA,NA,NA,NA,NA,flood plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,Mesic Fluvents,Entisols,Fluvents,,,not used,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62740,14897159
